地面站标识,卫星标识,开始建链时间,结束建链时间,开始跟踪时间,结束跟踪时间,是否馈电,最大仰角,任务执行日期,圈次,升降轨标识,优先级
'乌鲁木齐-2','卫星-1',3652,3801,3632,3821,'是','*',1,'*','*',
'乌鲁木齐-2','卫星-1',9590,10656,9570,10676,'是','*',1,'*','*',
'乌鲁木齐-2','卫星-1',16061,17239,16041,17259,'是','*',1,'*','*',
'乌鲁木齐-2','卫星-1',22885,23728,22865,23748,'是','*',1,'*','*',
'乌鲁木齐-2','卫星-1',50427,51500,50407,51520,'是','*',1,'*','*',
'乌鲁木齐-2','卫星-1',56967,58142,56947,58162,'是','*',1,'*','*',
'乌鲁木齐-2','卫星-1',63603,64442,63583,64462,'是','*',1,'*','*',
'乌鲁木齐-2','卫星-1',94658,95663,94638,95683,'是','*',2,'*','*',
'乌鲁木齐-2','卫星-1',101074,102261,101054,102281,'是','*',2,'*','*',
'乌鲁木齐-2','卫星-1',107830,108771,107810,108791,'是','*',2,'*','*',
'乌鲁木齐-2','卫星-1',135460,136473,135440,136493,'是','*',2,'*','*',
'乌鲁木齐-2','卫星-1',141986,143172,141966,143192,'是','*',2,'*','*',
'乌鲁木齐-2','卫星-1',148600,149534,148580,149554,'是','*',2,'*','*',
'乌鲁木齐-2','卫星-1',179737,180666,179717,180686,'是','*',3,'*','*',
'乌鲁木齐-2','卫星-1',186096,187281,186076,187301,'是','*',3,'*','*',
'乌鲁木齐-2','卫星-1',192791,193808,192771,193828,'是','*',3,'*','*',
'乌鲁木齐-2','卫星-1',220497,221432,220477,221452,'是','*',3,'*','*',
'乌鲁木齐-2','卫星-1',227006,228193,226986,228213,'是','*',3,'*','*',
'乌鲁木齐-2','卫星-1',233603,234613,233583,234633,'是','*',3,'*','*',
'佳木斯-1','卫星-1',3024,4204,3004,4224,'是','*',1,'*','*',
'佳木斯-1','卫星-1',9671,10751,9651,10771,'是','*',1,'*','*',
'佳木斯-1','卫星-1',16759,17159,16739,17179,'是','*',1,'*','*',
'佳木斯-1','卫星-1',37303,38220,37283,38240,'是','*',1,'*','*',
'佳木斯-1','卫星-1',43822,45005,43802,45025,'是','*',1,'*','*',
'佳木斯-1','卫星-1',50404,51469,50384,51489,'是','*',1,'*','*',
'佳木斯-1','卫星-1',57158,57507,57138,57527,'是','*',1,'*','*',
'佳木斯-1','卫星-1',81786,82586,81766,82606,'是','*',1,'*','*',
'佳木斯-1','卫星-1',88059,89221,88039,89241,'是','*',2,'*','*',
'佳木斯-1','卫星-1',94655,95778,94635,95798,'是','*',2,'*','*',
'佳木斯-1','卫星-1',101635,102238,101615,102258,'是','*',2,'*','*',
'佳木斯-1','卫星-1',122341,123164,122321,123184,'是','*',2,'*','*',
'佳木斯-1','卫星-1',128844,130013,128824,130033,'是','*',2,'*','*',
'佳木斯-1','卫星-1',135416,136527,135396,136547,'是','*',2,'*','*',
'佳木斯-1','卫星-1',142104,142675,142084,142695,'是','*',2,'*','*',
'佳木斯-1','卫星-1',166898,167575,166878,167595,'是','*',2,'*','*',
'佳木斯-1','卫星-1',173102,174237,173082,174257,'是','*',3,'*','*',
'佳木斯-1','卫星-1',179649,180803,179629,180823,'是','*',3,'*','*',
'佳木斯-1','卫星-1',186546,187292,186526,187312,'是','*',3,'*','*',
'佳木斯-1','卫星-1',207387,208090,207367,208110,'是','*',3,'*','*',
'佳木斯-1','卫星-1',213868,215012,213848,215032,'是','*',3,'*','*',
'佳木斯-1','卫星-1',220431,221575,220411,221595,'是','*',3,'*','*',
'佳木斯-1','卫星-1',227083,227803,227063,227823,'是','*',3,'*','*',
'佳木斯-1','卫星-1',252036,252547,252016,252567,'是','*',3,'*','*',
'佳木斯-1','卫星-1',258154,259200,258134,259220,'是','*',3,'*','*',
'佳木斯-2','卫星-1',3023,4202,3003,4222,'是','*',1,'*','*',
'佳木斯-2','卫星-1',9669,10749,9649,10769,'是','*',1,'*','*',
'佳木斯-2','卫星-1',16762,17153,16742,17173,'是','*',1,'*','*',
'佳木斯-2','卫星-1',37305,38221,37285,38241,'是','*',1,'*','*',
'佳木斯-2','卫星-1',43823,45006,43803,45026,'是','*',1,'*','*',
'佳木斯-2','卫星-1',50406,51471,50386,51491,'是','*',1,'*','*',
'佳木斯-2','卫星-1',57164,57505,57144,57525,'是','*',1,'*','*',
'佳木斯-2','卫星-1',81786,82584,81766,82604,'是','*',1,'*','*',
'佳木斯-2','卫星-1',88058,89219,88038,89239,'是','*',2,'*','*',
'佳木斯-2','卫星-1',94654,95775,94634,95795,'是','*',2,'*','*',
'佳木斯-2','卫星-1',101635,102234,101615,102254,'是','*',2,'*','*',
'佳木斯-2','卫星-1',122344,123165,122324,123185,'是','*',2,'*','*',
'佳木斯-2','卫星-1',128846,130014,128826,130034,'是','*',2,'*','*',
'佳木斯-2','卫星-1',135418,136528,135398,136548,'是','*',2,'*','*',
'佳木斯-2','卫星-1',142107,142675,142087,142695,'是','*',2,'*','*',
'佳木斯-2','卫星-1',166898,167572,166878,167592,'是','*',2,'*','*',
'佳木斯-2','卫星-1',173101,174235,173081,174255,'是','*',3,'*','*',
'佳木斯-2','卫星-1',179648,180801,179628,180821,'是','*',3,'*','*',
'佳木斯-2','卫星-1',186546,187288,186526,187308,'是','*',3,'*','*',
'佳木斯-2','卫星-1',207390,208090,207370,208110,'是','*',3,'*','*',
'佳木斯-2','卫星-1',213870,215014,213850,215034,'是','*',3,'*','*',
'佳木斯-2','卫星-1',220433,221577,220413,221597,'是','*',3,'*','*',
'佳木斯-2','卫星-1',227085,227803,227065,227823,'是','*',3,'*','*',
'佳木斯-2','卫星-1',252036,252543,252016,252563,'是','*',3,'*','*',
'佳木斯-2','卫星-1',258152,259200,258132,259220,'是','*',3,'*','*',
'海南-1','卫星-1',2712,3569,2692,3589,'是','*',1,'*','*',
'海南-1','卫星-1',9061,10240,9041,10260,'是','*',1,'*','*',
'海南-1','卫星-1',15947,16531,15927,16551,'是','*',1,'*','*',
'海南-1','卫星-1',44500,45276,44480,45296,'是','*',1,'*','*',
'海南-1','卫星-1',50875,52056,50855,52076,'是','*',1,'*','*',
'海南-1','卫星-1',57606,58320,57586,58340,'是','*',1,'*','*',
'海南-1','卫星-1',87839,88517,87819,88537,'是','*',2,'*','*',
'海南-1','卫星-1',94083,95264,94063,95284,'是','*',2,'*','*',
'海南-1','卫星-1',100846,101652,100826,101672,'是','*',2,'*','*',
'海南-1','卫星-1',129632,130162,129612,130182,'是','*',2,'*','*',
'海南-1','卫星-1',135900,137077,135880,137097,'是','*',2,'*','*',
'海南-1','卫星-1',142561,143441,142541,143461,'是','*',2,'*','*',
'海南-1','卫星-1',173039,173400,173019,173420,'是','*',3,'*','*',
'海南-1','卫星-1',179117,180281,179097,180301,'是','*',3,'*','*',
'海南-1','卫星-1',185788,186735,185768,186755,'是','*',3,'*','*',
'海南-1','卫星-1',220933,222087,220913,222107,'是','*',3,'*','*',
'海南-1','卫星-1',227538,228532,227518,228552,'是','*',3,'*','*',
'海南-2','卫星-1',2714,3571,2694,3591,'是','*',1,'*','*',
'海南-2','卫星-1',9063,10241,9043,10261,'是','*',1,'*','*',
'海南-2','卫星-1',15949,16534,15929,16554,'是','*',1,'*','*',
'海南-2','卫星-1',44498,45274,44478,45294,'是','*',1,'*','*',
'海南-2','卫星-1',50873,52055,50853,52075,'是','*',1,'*','*',
'海南-2','卫星-1',57604,58319,57584,58339,'是','*',1,'*','*',
'海南-2','卫星-1',87841,88520,87821,88540,'是','*',2,'*','*',
'海南-2','卫星-1',94085,95266,94065,95286,'是','*',2,'*','*',
'海南-2','卫星-1',100847,101654,100827,101674,'是','*',2,'*','*',
'海南-2','卫星-1',129629,130161,129609,130181,'是','*',2,'*','*',
'海南-2','卫星-1',135898,137075,135878,137095,'是','*',2,'*','*',
'海南-2','卫星-1',142558,143439,142538,143459,'是','*',2,'*','*',
'海南-2','卫星-1',173040,173403,173020,173423,'是','*',3,'*','*',
'海南-2','卫星-1',179118,180283,179098,180303,'是','*',3,'*','*',
'海南-2','卫星-1',185789,186737,185769,186757,'是','*',3,'*','*',
'海南-2','卫星-1',220931,222085,220911,222105,'是','*',3,'*','*',
'海南-2','卫星-1',227536,228530,227516,228550,'是','*',3,'*','*',
'库尔勒-1','卫星-1',9570,10606,9550,10626,'是','*',1,'*','*',
'库尔勒-1','卫星-1',16016,17197,15996,17217,'是','*',1,'*','*',
'库尔勒-1','卫星-1',22832,23676,22812,23696,'是','*',1,'*','*',
'库尔勒-1','卫星-1',50478,51516,50458,51536,'是','*',1,'*','*',
'库尔勒-1','卫星-1',57005,58185,56985,58205,'是','*',1,'*','*',
'库尔勒-1','卫星-1',63644,64495,63624,64515,'是','*',1,'*','*',
'库尔勒-1','卫星-1',94645,95609,94625,95629,'是','*',2,'*','*',
'库尔勒-1','卫星-1',101033,102220,101013,102240,'是','*',2,'*','*',
'库尔勒-1','卫星-1',107777,108723,107757,108743,'是','*',2,'*','*',
'库尔勒-1','卫星-1',135517,136480,135497,136500,'是','*',2,'*','*',
'库尔勒-1','卫星-1',142024,143211,142004,143231,'是','*',2,'*','*',
'库尔勒-1','卫星-1',148639,149586,148619,149606,'是','*',2,'*','*',
'库尔勒-1','卫星-1',179733,180606,179713,180626,'是','*',3,'*','*',
'库尔勒-1','卫星-1',186057,187240,186037,187260,'是','*',3,'*','*',
'库尔勒-1','卫星-1',192739,193763,192719,193783,'是','*',3,'*','*',
'库尔勒-1','卫星-1',220562,221429,220542,221449,'是','*',3,'*','*',
'库尔勒-1','卫星-1',227046,228229,227026,228249,'是','*',3,'*','*',
'库尔勒-1','卫星-1',233641,234664,233621,234684,'是','*',3,'*','*',
'库尔勒-2','卫星-1',9569,10604,9549,10624,'是','*',1,'*','*',
'库尔勒-2','卫星-1',16015,17196,15995,17216,'是','*',1,'*','*',
